replication,method,state,theta_hat,lower,upper,theta_true,n_state_sample,error,abs_error,sq_error,covered,state_abbr
1,HT,01,0.25853534930388394,NA,NA,0.3654689210932543,98,-0.10693357178937035,0.10693357178937035,0.011434788775632422,NA,AL
1,HT,04,0.3955802120417634,NA,NA,0.3541974497056534,190,0.04138276233610999,0.04138276233610999,0.0017125330185669635,NA,AZ
1,HT,05,0.29760450734876115,NA,NA,0.3116173254104765,88,-0.014012818061715338,0.014012818061715338,1.9635907003073559e-4,NA,AR
1,HT,06,0.4772917266388937,NA,NA,0.4436396803907017,473,0.033652046248192014,0.033652046248192014,0.0011324602166904543,NA,CA
1,HT,08,0.24531128152768095,NA,NA,0.34436180109528025,175,-0.0990505195675993,0.0990505195675993,0.009811005426611372,NA,CO
1,HT,09,0.34830881271701186,NA,NA,0.406106098806516,103,-0.05779728608950413,0.05779728608950413,0.0033405262793119875,NA,CT
1,HT,10,0.278462077691746,NA,NA,0.3621394307851712,125,-0.08367735309342517,0.08367735309342517,0.007001899420721751,NA,DE
1,HT,11,0.3420955557098,NA,NA,0.32722640710279377,115,0.014869148607006222,0.014869148607006222,2.2109158029723507e-4,NA,DC
1,HT,12,0.4213724884375526,NA,NA,0.41132605835184294,263,0.010046430085709657,0.010046430085709657,1.0093075746705215e-4,NA,FL
1,HT,13,0.44865751664848813,NA,NA,0.4041124972111302,176,0.04454501943735795,0.04454501943735795,0.001984258756674597,NA,GA
1,HT,16,0.2785010219570337,NA,NA,0.2748641820917968,148,0.003636839865236885,0.003636839865236885,1.3226604205376244e-5,NA,ID
1,HT,17,0.4677301697729148,NA,NA,0.3750383954906896,155,0.09269177428222519,0.09269177428222519,0.008591765019586984,NA,IL
1,HT,18,0.42306302668916596,NA,NA,0.37112642113350425,115,0.05193660555566171,0.05193660555566171,0.0026974109966443906,NA,IN
1,HT,19,0.23697459861742567,NA,NA,0.28656220007396316,114,-0.04958760145653748,0.04958760145653748,0.0024589302182123985,NA,IA
1,HT,20,0.23843330913839703,NA,NA,0.2885565484146494,103,-0.05012323927625237,0.05012323927625237,0.002512339115544448,NA,KS
1,HT,21,0.3428499571743544,NA,NA,0.3823131080219413,113,-0.03946315084758689,0.03946315084758689,0.001557340274819398,NA,KY
1,HT,22,0.3347464009436957,NA,NA,0.4331059122143546,86,-0.09835951127065895,0.09835951127065895,0.009674593457402885,NA,LA
1,HT,23,0.22367527268167434,NA,NA,0.33519834537237714,114,-0.1115230726907028,0.1115230726907028,0.012437395742375781,NA,ME
1,HT,24,0.37545724193832447,NA,NA,0.3981170232957609,162,-0.022659781357436404,0.022659781357436404,5.134656911668224e-4,NA,MD
1,HT,25,0.4245752888179632,NA,NA,0.4252497013353953,186,-6.744125174321103e-4,6.744125174321103e-4,4.5483224366911647e-7,NA,MA
1,HT,26,0.4737662612905637,NA,NA,0.4318411771408354,195,0.04192508414972829,0.04192508414972829,0.001757712680961798,NA,MI
1,HT,27,0.39490472432577556,NA,NA,0.33796690032122595,145,0.05693782400454961,0.05693782400454961,0.0032419158023730657,NA,MN
1,HT,28,0.5020748465001769,NA,NA,0.36015475213087444,84,0.14192009436930242,0.14192009436930242,0.020141313185791702,NA,MS
1,HT,29,0.22195636883921238,NA,NA,0.32191149350846177,114,-0.09995512466924938,0.09995512466924938,0.009991026947645186,NA,MO
1,HT,30,0.2859717385299092,NA,NA,0.29172759145861515,118,-0.005755852928705951,0.005755852928705951,3.3129842936892874e-5,NA,MT
1,HT,31,0.3797557924004758,NA,NA,0.2961370469797218,112,0.08361874542075398,0.08361874542075398,0.006992094585740865,NA,NE
1,HT,32,0.5188477502744707,NA,NA,0.48287041634459354,116,0.035977333929877175,0.035977333929877175,0.0012943685567018914,NA,NV
1,HT,33,0.24798131025039055,NA,NA,0.34908973152094663,135,-0.10110842127055608,0.10110842127055608,0.010222912851824237,NA,NH
1,HT,34,0.4208882208409612,NA,NA,0.4697280807452863,135,-0.0488398599043251,0.0488398599043251,0.0023853319154741024,NA,NJ
1,HT,35,0.44356353974201784,NA,NA,0.39727503800203373,126,0.04628850173998411,0.04628850173998411,0.002142625393332512,NA,NM
1,HT,36,0.5414194527405476,NA,NA,0.4433499230693314,168,0.09806952967121618,0.09806952967121618,0.00961763264993355,NA,NY
1,HT,37,0.4244133067193348,NA,NA,0.3203093352013344,139,0.10410397151800038,0.10410397151800038,0.010837636885820635,NA,NC
1,HT,38,0.20707428812222112,NA,NA,0.3112742905290455,77,-0.10420000240682437,0.10420000240682437,0.010857640501582203,NA,ND
1,HT,39,0.26160135083193603,NA,NA,0.33913504837770747,128,-0.07753369754577144,0.07753369754577144,0.006011474255119165,NA,OH
1,HT,40,0.2711108564266414,NA,NA,0.3340546505649345,98,-0.0629437941382931,0.0629437941382931,0.003961921220523821,NA,OK
1,HT,41,0.33975256484832955,NA,NA,0.3741859562332028,163,-0.034433391384873224,0.034433391384873224,0.0011856584422638616,NA,OR
1,HT,42,0.40111438629277024,NA,NA,0.38403894280960327,182,0.017075443483166974,0.017075443483166974,2.915707701468295e-4,NA,PA
1,HT,44,0.30835201239293597,NA,NA,0.3735367218383764,89,-0.06518470944544041,0.06518470944544041,0.004249046345486489,NA,RI
1,HT,45,0.37851271003952786,NA,NA,0.3647444822029602,122,0.01376822783656767,0.01376822783656767,1.8956409775963687e-4,NA,SC
1,HT,46,0.26525269563382925,NA,NA,0.35428274281956107,65,-0.08903004718573182,0.08903004718573182,0.007926349301893634,NA,SD
1,HT,47,0.36995104359932995,NA,NA,0.35358487551022466,119,0.016366168089105293,0.016366168089105293,2.678514579208484e-4,NA,TN
1,HT,48,0.4486990888483397,NA,NA,0.4121171093411273,344,0.036581979507212425,0.036581979507212425,0.00133824122466611,NA,TX
1,HT,49,0.2816162420782465,NA,NA,0.2869362137452672,187,-0.005319971667020695,0.005319971667020695,2.8302098537902956e-5,NA,UT
1,HT,50,0.4644445486861002,NA,NA,0.3872878494096838,104,0.07715669927641639,0.07715669927641639,0.005953156243231353,NA,VT
1,HT,51,0.34790062235706426,NA,NA,0.31975071610492045,188,0.028149906252143808,0.028149906252143808,7.92417222004485e-4,NA,VA
1,HT,53,0.3650211023009198,NA,NA,0.37378851895036924,252,-0.008767416649449467,0.008767416649449467,7.686759470504371e-5,NA,WA
1,HT,54,0.24681684909184262,NA,NA,0.3011228288322511,93,-0.05430597974040849,0.05430597974040849,0.0029491394355656573,NA,WV
1,HT,55,0.3664452495454786,NA,NA,0.33386111244292843,121,0.03258413710255015,0.03258413710255015,0.001061725990717785,NA,WI
1,HT,56,0.23745948789200821,NA,NA,0.3159560426794016,76,-0.07849655478739337,0.07849655478739337,0.006161709113490249,NA,WY
2,HT,01,0.42304509851920846,NA,NA,0.3654689210932543,98,0.05757617742595417,0.05757617742595417,0.0033150162069849544,NA,AL
2,HT,04,0.35563256247149483,NA,NA,0.3541974497056534,190,0.0014351127658414065,0.0014351127658414065,2.0595486506809717e-6,NA,AZ
2,HT,05,0.403931853900348,NA,NA,0.3116173254104765,88,0.09231452848987154,0.09231452848987154,0.008521972170307304,NA,AR
2,HT,06,0.3739982118938903,NA,NA,0.4436396803907017,473,-0.06964146849681135,0.06964146849681135,0.004849934134392368,NA,CA
2,HT,08,0.33803132158576776,NA,NA,0.34436180109528025,175,-0.006330479509512488,0.006330479509512488,4.007497082035747e-5,NA,CO
2,HT,09,0.4200977400020198,NA,NA,0.406106098806516,103,0.013991641195503834,0.013991641195503834,1.9576602334371996e-4,NA,CT
2,HT,10,0.4392914008639837,NA,NA,0.3621394307851712,125,0.07715197007881253,0.07715197007881253,0.005952426487041983,NA,DE
2,HT,11,0.25685803727559664,NA,NA,0.32722640710279377,115,-0.07036836982719713,0.07036836982719713,0.0049517074721371875,NA,DC
2,HT,12,0.43249409664389626,NA,NA,0.41132605835184294,263,0.021168038292053326,0.021168038292053326,4.480858451338359e-4,NA,FL
2,HT,13,0.4575484568908631,NA,NA,0.4041124972111302,176,0.053435959679732914,0.053435959679732914,0.0028554017868940417,NA,GA
2,HT,16,0.170018679027459,NA,NA,0.2748641820917968,148,-0.10484550306433779,0.10484550306433779,0.010992579512814066,NA,ID
2,HT,17,0.3356703959495335,NA,NA,0.3750383954906896,155,-0.03936799954115611,0.03936799954115611,0.0015498393878724673,NA,IL
2,HT,18,0.31469169209571524,NA,NA,0.37112642113350425,115,-0.05643472903778901,0.05643472903778901,0.003184878641568666,NA,IN
2,HT,19,0.260527256029487,NA,NA,0.28656220007396316,114,-0.02603494404447615,0.02603494404447615,6.778183113990041e-4,NA,IA
2,HT,20,0.28470150484047946,NA,NA,0.2885565484146494,103,-0.0038550435741699363,0.0038550435741699363,1.4861360958748917e-5,NA,KS
2,HT,21,0.4710970646256909,NA,NA,0.3823131080219413,113,0.0887839566037496,0.0887839566037496,0.007882590950216492,NA,KY
2,HT,22,0.47868286968012014,NA,NA,0.4331059122143546,86,0.04557695746576551,0.04557695746576551,0.0020772590518361987,NA,LA
2,HT,23,0.34412704116574966,NA,NA,0.33519834537237714,114,0.00892869579337252,0.00892869579337252,7.972160857058815e-5,NA,ME
2,HT,24,0.32137454446370045,NA,NA,0.3981170232957609,162,-0.07674247883206042,0.07674247883206042,0.005889408057289242,NA,MD
2,HT,25,0.442733128159742,NA,NA,0.4252497013353953,186,0.01748342682434667,0.01748342682434667,3.056702135222847e-4,NA,MA
2,HT,26,0.42796259591374186,NA,NA,0.4318411771408354,195,-0.0038785812270935582,0.0038785812270935582,1.5043392335162572e-5,NA,MI
2,HT,27,0.27979797149421337,NA,NA,0.33796690032122595,145,-0.05816892882701258,0.05816892882701258,0.003383624280882055,NA,MN
2,HT,28,0.29692950787475386,NA,NA,0.36015475213087444,84,-0.06322524425612058,0.06322524425612058,0.003997431511246109,NA,MS
2,HT,29,0.3985137972627843,NA,NA,0.32191149350846177,114,0.07660230375432253,0.07660230375432253,0.005867912940469496,NA,MO
2,HT,30,0.2653083096460843,NA,NA,0.29172759145861515,118,-0.026419281812530837,0.026419281812530837,6.979784514899226e-4,NA,MT
2,HT,31,0.3414503301346306,NA,NA,0.2961370469797218,112,0.04531328315490879,0.04531328315490879,0.0020532936302769408,NA,NE
2,HT,32,0.5348897472187668,NA,NA,0.48287041634459354,116,0.052019330874173264,0.052019330874173264,0.0027060107845967157,NA,NV
2,HT,33,0.3101723269720283,NA,NA,0.34908973152094663,135,-0.038917404548918344,0.038917404548918344,0.0015145643768241703,NA,NH
2,HT,34,0.4188835743266225,NA,NA,0.4697280807452863,135,-0.05084450641866384,0.05084450641866384,0.002585163832957548,NA,NJ
2,HT,35,0.30536117846158195,NA,NA,0.39727503800203373,126,-0.09191385954045178,0.09191385954045178,0.008448157575621899,NA,NM
2,HT,36,0.43695841341486,NA,NA,0.4433499230693314,168,-0.006391509654471383,0.006391509654471383,4.0851395663200905e-5,NA,NY
2,HT,37,0.1723482254700856,NA,NA,0.3203093352013344,139,-0.14796110973124882,0.14796110973124882,0.021892489992902654,NA,NC
2,HT,38,0.3335100918442727,NA,NA,0.3112742905290455,77,0.022235801315227233,0.022235801315227233,4.944308601302611e-4,NA,ND
2,HT,39,0.32173296935643175,NA,NA,0.33913504837770747,128,-0.017402079021275718,0.017402079021275718,3.0283235426272447e-4,NA,OH
2,HT,40,0.3598309699882087,NA,NA,0.3340546505649345,98,0.025776319423274185,0.025776319423274185,6.64418643010662e-4,NA,OK
2,HT,41,0.2793193794621821,NA,NA,0.3741859562332028,163,-0.09486657677102067,0.09486657677102067,0.00899966738825196,NA,OR
2,HT,42,0.3072266858650294,NA,NA,0.38403894280960327,182,-0.07681225694457389,0.07681225694457389,0.0059001228169192396,NA,PA
2,HT,44,0.38370418867589673,NA,NA,0.3735367218383764,89,0.010167466837520345,0.010167466837520345,1.0337738189207596e-4,NA,RI
2,HT,45,0.25915710004864634,NA,NA,0.3647444822029602,122,-0.10558738215431385,0.10558738215431385,0.011148695270201115,NA,SC
2,HT,46,0.3905686321229907,NA,NA,0.35428274281956107,65,0.03628588930342963,0.03628588930342963,0.001316665762540749,NA,SD
2,HT,47,0.3563341013083292,NA,NA,0.35358487551022466,119,0.0027492257981045487,0.0027492257981045487,7.558242488963593e-6,NA,TN
2,HT,48,0.35354924443954827,NA,NA,0.4121171093411273,344,-0.058567864901579,0.058567864901579,0.00343019479912961,NA,TX
2,HT,49,0.21280306276469654,NA,NA,0.2869362137452672,187,-0.07413315098057063,0.07413315098057063,0.005495724074308081,NA,UT
2,HT,50,0.24239565926539944,NA,NA,0.3872878494096838,104,-0.14489219014428437,0.14489219014428437,0.020993746764807454,NA,VT
2,HT,51,0.2860928818257727,NA,NA,0.31975071610492045,188,-0.03365783427914776,0.03365783427914776,0.001132849808362574,NA,VA
2,HT,53,0.3215618669099835,NA,NA,0.37378851895036924,252,-0.052226652040385735,0.052226652040385735,0.0027276231833475275,NA,WA
2,HT,54,0.24145611403719505,NA,NA,0.3011228288322511,93,-0.05966671479505606,0.05966671479505606,0.0035601168544345616,NA,WV
2,HT,55,0.3416715358068935,NA,NA,0.33386111244292843,121,0.007810423363965091,0.007810423363965091,6.100271312437177e-5,NA,WI
2,HT,56,0.38524456193152196,NA,NA,0.3159560426794016,76,0.06928851925212037,0.06928851925212037,0.004800898900151456,NA,WY
